build/assets.js: line 16, col 24, eval is evil.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 92, col 9, '$' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 95, col 13, Bad line breaking before '+'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 96, col 13, Bad line breaking before '+'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 97, col 13, Bad line breaking before '+'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 100, col 13, '$' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 104, col 17, '$' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 106, col 21, Bad line breaking before '?'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 114, col 21, '$' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 115, col 27, 'cases' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 116, col 22, '$' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 117, col 17, 'cases' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 118, col 28, 'cases' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 121, col 20, 'cases' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 122, col 15, 'window' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 122, col 33, 'console' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 123, col 13, 'console' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 123, col 32, 'cases' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 126, col 25, '$' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 126, col 70, 'cases' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 132, col 19, Bad line breaking before ','.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 133, col 19, Bad line breaking before ','.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 136, col 6, Unnecessary semicolon.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 138, col 27, Bad line breaking before ','.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 147, col 5, 'test' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 156, col 9, 'test' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 162, col 2, Unnecessary semicolon.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 168, col 3, 'window' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 169, col 5, 'complete' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/runner.js: line 169, col 5, Too many errors. (78% scanned).
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 27, col 55, 'rootjQuery' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 233, col 20, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 354, col 41, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 425, col 24, 'setTimeout' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 457, col 20, 'setTimeout' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 482, col 48, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 486, col 17, 'doScrollCheck' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 508, col 20, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 512, col 20, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 576, col 33, The Function constructor is eval.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 587, col 27, 'DOMParser' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 590, col 27, 'ActiveXObject' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 613, col 33, eval is evil.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 614, col 23, eval is evil.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 673, col 25, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 680, col 25, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 689, col 20, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 696, col 31, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 773, col 28, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 783, col 28, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 884, col 66, 'rootjQuerySub' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 947, col 9, 'setTimeout' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1094, col 26, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1441, col 27, 'isEmptyDataObject' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1534, col 22, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1585, col 23, 'isEmptyDataObject' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1597, col 19, 'isEmptyDataObject' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1672, col 3, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1679, col 29, 'dataAttr' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1702, col 24, 'dataAttr' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1784, col 9, 'setTimeout' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 1900, col 13, 'setTimeout' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2117, col 25, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2139, col 22, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2145, col 34, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2536, col 24, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2540, col 39, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2596, col 23, 'returnFalse' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2722, col 23, 'returnFalse' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2796, col 34, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2805, col 30, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2812, col 48, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 2916, col 21, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3053, col 26, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3053, col 51, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3063, col 26, Use '===' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3063, col 53, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3063, col 78, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3064, col 42, Use '!==' to compare with 'null'.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3097, col 21, 'liveConvert' is not defined.
node_modules/socket.io/node_modules/socket.io-client/support/test-runner/public/javascript/jquery.js: line 3097, col 21, Too many errors. (34% scanned).
node_modules/socket.io/node_modules/socket.io-client/test/socket.test.js: line 11, col 26, Missing semicolon.
